user_id,date,hour,impressions,clicks,video_midpoint,video_complete_views,asset,conversions
001e5b4d-0b93-4b8a-8c26-08fda152cef3,2022-11-08,6,1,0,0,0,Asset1,0
0020bab3-2544-483e-8bf8-9a216a97b68f,2022-11-10,0,1,0,0,0,Asset1,0
0020fcc9-b01c-4f58-842e-81021548296b,2022-11-07,7,1,0,1,1,Asset1,0
002196b8-90a3-4e71-99f6-092a86d098a5,2022-11-10,4,2,0,0,0,Asset1,0
0025e3f2-27bc-4ed0-aed7-8806aac19479,2022-11-07,2,7,0,0,0,Asset1,0
00269da3-21fd-4ec7-adec-daaf1023f864,2022-11-12,4,2,0,0,0,Asset1,0
00282c30-edb6-465b-b134-378af3aadeea,2022-11-10,6,2,0,1,1,Asset1,0
002a9512-b3cd-4166-ab83-1a0945aaa744,2022-11-07,6,2,0,0,0,Asset1,0
002ae069-fb7f-4975-a042-f53ec42eb771,2022-11-13,8,2,0,0,0,Asset1,0
002aef55-be47-4f44-876c-0b473f062f76,2022-11-10,5,1,0,0,0,Asset1,0
002ba4ee-eb16-41a6-94a6-11873963235f,2022-11-12,7,1,0,0,0,Asset1,0
002ccf56-4219-4b6e-970f-71afa68bf75e,2022-11-07,13,6,0,0,0,Asset1,1
002d8770-de04-47ed-b979-c5c9159cb1a0,2022-11-12,8,1,0,0,0,Asset1,0
00312830-068a-476e-a255-86277e5e0749,2022-11-13,2,5,0,0,0,Asset1,0
00318863-ec6a-4f01-ae4c-39646327fac2,2022-11-13,3,1,0,0,0,Asset1,0
00323c3c-a08d-44c6-bf70-adc522f680a2,2022-11-09,11,1,0,0,0,Asset1,0
0033eaa7-d912-4329-9deb-93f412220692,2022-11-12,5,1,0,1,1,Asset1,0
003807c9-2521-460c-9cc7-3401b5f8a10e,2022-11-13,3,1,1,0,0,Asset2,0
0038bf5e-b209-480e-8332-f105acd4f19d,2022-11-07,7,1,0,1,1,Asset2,0
003b9e8c-502c-4ec6-a491-596088a2e659,2022-11-11,6,1,0,0,0,Asset1,0
003bec56-fd9c-4c59-8af2-219313ea0fe8,2022-11-07,7,1,0,0,0,Asset2,0
003bec56-fd9c-4c59-8af2-219313ea0fe8,2022-11-07,8,1,0,0,0,Asset2,0
003bff85-b2d9-4a93-ae9c-52ba64d89424,2022-11-11,12,1,0,0,0,Asset2,0
003f9ad4-30ca-4c43-b213-2078680f02ce,2022-11-13,8,1,0,0,0,Asset2,0
0041eec8-fc25-4f88-8d36-e866282458a2,2022-11-11,11,1,0,0,0,Asset1,0
0043c3fa-a3ee-4e7e-9201-ad4948d9ede6,2022-11-12,1,3,0,0,0,Asset1,0
00443a69-3073-42e0-a2f5-ab5e98e17645,2022-11-07,3,1,0,0,0,Asset1,0
00448be1-5541-4116-89fa-153e30937c6b,2022-11-10,9,4,2,4,4,Asset1,0
00454156-f74a-4301-9521-33bf6594daa4,2022-11-11,15,1,0,1,1,Asset1,0
0045928c-f967-49e8-b97d-d3a65a6c178f,2022-11-11,13,1,0,1,1,Asset1,0
00482227-3f1b-4ad2-b4de-ebecf02b1b51,2022-11-08,8,1,1,1,1,Asset1,0
0048a868-4fcc-47cc-98e9-7cb73a4762c3,2022-11-08,4,1,0,0,0,Asset1,0
0048fa9c-62a7-460c-a09a-1424cb1308f2,2022-11-07,1,1,0,0,0,Asset2,0
00495848-3bfb-4846-a864-dd167639e37c,2022-11-08,7,2,0,0,0,Asset1,0
004968dc-e6ce-46dc-8a97-e8fe669bda14,2022-11-07,9,1,0,0,0,Asset2,0
004af345-a708-41e4-a80d-21b5c37d3ff1,2022-11-11,11,1,0,1,1,Asset1,1
004ef529-8651-4b2a-a78e-f8392435e94a,2022-11-08,5,1,1,1,1,Asset1,0
004ffc42-ec26-4e63-aeb3-b3c7dc9b9fb0,2022-11-08,5,1,0,0,0,Asset1,0
005305ec-13e1-4aa9-bab1-77f981a1cad8,2022-11-12,12,1,0,1,1,Asset1,0
00532c8e-2a72-49fa-8b40-a68d072e7a94,2022-11-09,3,1,0,0,0,Asset2,0
00533db8-fa02-4d01-a03f-6fb480e44627,2022-11-10,4,1,0,0,0,Asset1,0
0053c864-a513-44e9-8f8f-0e3b60bfd731,2022-11-09,17,1,0,0,0,Asset1,0
0056237d-6d36-414c-8488-53604c67d61d,2022-11-09,10,11,7,5,4,Asset1,0
00562bd5-e4c6-4ef9-b1a5-4bbec4797bfc,2022-11-10,11,1,0,0,0,Asset2,0
0057335a-824b-471b-92fd-aa67e7d48801,2022-11-09,2,1,0,0,0,Asset1,0
0058de29-07c2-41cd-a662-2b09e8287f63,2022-11-10,4,1,0,0,0,Asset1,0
005afbed-b7b6-4244-b567-46e51ef24d56,2022-11-12,9,1,0,0,0,Asset1,0
005c6581-1c83-441e-a692-f3c9114e2fb5,2022-11-11,3,2,0,0,0,Asset2,0
005cdb00-e451-4b6f-b5e5-a8744350184c,2022-11-10,4,1,0,0,0,Asset1,0
005d2a0d-f5e7-4744-94f3-0a05e6ee3643,2022-11-12,15,14,0,14,13,Asset2,0
005ea708-49f6-4a46-9fc2-e5163216e6f0,2022-11-12,5,1,0,0,0,Asset1,0
005f6f7a-9d4f-4859-b9be-294bc4616ce5,2022-11-10,3,1,0,0,0,Asset1,0
00620ab0-9880-4917-ad3e-369376ac7f1e,2022-11-12,4,2,0,0,0,Asset1,0
0062b69e-89e1-48b5-8ca7-423a82e191c0,2022-11-09,9,5,1,3,2,Asset1,0
006309aa-5530-4bfb-8170-8ee1726640df,2022-11-10,5,1,0,0,0,Asset1,0
0069827e-243b-49ed-ab4b-f9df2a63f257,2022-11-08,6,1,0,1,1,Asset1,1
006a23d8-261c-487e-9ef1-1feb87b146e8,2022-11-10,5,1,0,0,0,Asset2,0
006c08b3-6087-4a45-9c9f-a1831297f850,2022-11-07,9,1,0,0,1,Asset2,0
006ea3e3-eaa9-44bc-b8ee-a6713f934649,2022-11-09,5,1,0,0,0,Asset1,0
00731a38-476a-4167-b58e-a80037d3ac45,2022-11-07,0,1,0,0,0,Asset1,0
00737612-6271-4397-b7c8-6ad88e5893f3,2022-11-10,5,1,0,0,0,Asset2,0
0076bdc1-b8ca-41c8-8b34-b8b344082307,2022-11-09,7,1,0,0,0,Asset1,0
0076ea26-b610-4f3b-95ca-06c6e1e1ffa5,2022-11-10,6,1,0,0,0,Asset1,0
0076ec46-0855-441c-88d1-a9baeedc1891,2022-11-07,4,6,0,0,0,Asset1,0
00784646-4e75-457f-926e-db779ed91f5a,2022-11-10,2,2,0,0,0,Asset2,0
00787747-e1e3-43f1-886c-43dbbebc6f6f,2022-11-11,9,1,0,1,0,Asset1,0
0078f98e-dd3e-4cb1-9722-720563a972d1,2022-11-07,3,1,0,0,0,Asset2,0
0079ed28-b96a-4a68-9875-a916add4d1f9,2022-11-07,2,2,0,0,0,Asset1,0
007aa1af-d73e-4c05-9c50-ac78154ce657,2022-11-10,5,1,0,1,0,Asset2,0
007bc72a-fdff-491c-a9ce-a48ad1689c42,2022-11-08,7,1,0,0,0,Asset1,0
007cda33-dfbf-427a-824d-98581cf1bfe2,2022-11-09,6,1,0,0,0,Asset2,0
007ecb2c-e3c8-4379-859b-472d41c044a3,2022-11-13,7,1,0,1,1,Asset1,0
007f90c4-a91f-4df7-ad61-2bd6c84f3abf,2022-11-07,3,4,0,0,0,Asset1,0
008010e4-7255-4ad0-9400-f5cf93fab7a1,2022-11-10,4,1,0,0,0,Asset1,0
0081cc1b-93a2-44d6-9d84-5d699daf395a,2022-11-07,9,1,0,0,0,Asset1,0
00823470-680f-4c67-a8b0-819f986b4c6e,2022-11-10,4,1,0,0,0,Asset1,1
00836326-4a97-4cd5-aeb3-e902ede1ff6f,2022-11-07,4,3,0,0,0,Asset1,0
0083e7ec-0926-4ef3-8997-a38d6e87e6e8,2022-11-08,8,1,0,0,0,Asset1,0
00849be5-d76e-41ea-a6e1-045be8d0daad,2022-11-08,7,1,0,0,0,Asset2,0
00855c4c-9e4b-40e2-b335-1bc02f865581,2022-11-11,3,1,0,0,0,Asset1,0
008a2efb-e5b6-492a-ae3e-5a7f4a4b00f7,2022-11-09,4,1,0,0,0,Asset2,0
008cad5c-3b46-457f-b3cf-ac8e67b00b68,2022-11-10,9,6,0,5,6,Asset1,0
008cad5c-3b46-457f-b3cf-ac8e67b00b68,2022-11-12,8,2,0,2,2,Asset1,0
008d560c-b0af-42cc-9e03-b2250844278e,2022-11-11,4,1,0,0,0,Asset1,0
008e0345-93ec-4d17-8670-3f2489755d19,2022-11-07,19,1,1,0,0,Asset1,0
008f48d4-f428-4008-9ffb-c288a15d9bd8,2022-11-10,2,1,0,0,0,Asset1,0
00917498-7828-4e54-bb70-434b96019f10,2022-11-13,5,1,1,0,0,Asset2,0
009487e0-be5e-41ce-9d01-fde1f6b4ce3a,2022-11-07,4,1,0,0,0,Asset1,0
00948a72-b4b6-43fb-b5ba-2bc254f27ba8,2022-11-11,10,1,0,0,0,Asset2,0
00955c51-12be-491f-b4a8-8e4e6140d7cb,2022-11-09,7,1,0,0,0,Asset1,0
00997fa9-07a0-4da8-bb7f-d84ea0d55233,2022-11-11,7,1,0,1,1,Asset1,0
009a9dff-9b9a-442f-9d5f-31e2cfadec95,2022-11-08,6,2,0,1,1,Asset2,0
00a10896-84af-486c-846c-81aa0b2cfecd,2022-11-12,1,1,1,0,0,Asset1,0
00a390cb-ffa1-4534-bb6e-92caea3d66e9,2022-11-10,4,1,0,0,0,Asset1,0
00a525a2-fe3b-4754-8c2d-477bb76c5c88,2022-11-09,3,4,0,0,0,Asset2,0
00a5a091-9c60-4c5f-a07c-673b95de34dd,2022-11-10,6,1,0,0,0,Asset1,0
00a62fc0-a9ab-43bc-818c-91f8b49357b0,2022-11-11,18,1,0,0,0,Asset2,0
00a7058d-63f8-4431-a331-24a18e37323a,2022-11-11,18,1,0,0,0,Asset2,0
00a76b7b-661e-4f60-a05f-226a07282868,2022-11-12,1,1,1,1,0,Asset1,0
00a8a422-d42a-4e46-a21c-fadc2ba2177e,2022-11-11,12,1,0,0,0,Asset2,0
00ac560f-d369-43eb-a1f5-f37018616313,2022-11-12,5,1,0,0,0,Asset1,0
00ae3ab1-ba54-4f6d-95f4-d3529452221c,2022-11-07,3,1,0,0,0,Asset1,0
00af31e3-bd71-465f-be3a-a2e216f212dc,2022-11-09,3,2,0,0,0,Asset1,0
00af5cb7-8064-4ace-8d3c-66724b477f49,2022-11-07,3,1,0,1,1,Asset1,0
00b0babf-ef63-407e-bb06-d442a0c91c37,2022-11-10,2,1,0,0,0,Asset2,0
00b1eff6-ee3c-406e-9ba6-484f991ee672,2022-11-12,3,1,0,1,1,Asset1,0
00b22088-416b-45d6-9eb9-85f756a834cf,2022-11-09,4,1,0,0,0,Asset2,0
00b5bdb1-aff9-45dc-8c4e-7c272249e15a,2022-11-13,3,1,0,0,0,Asset1,0
00b6d161-8c32-4431-a64d-d56170c6e09a,2022-11-08,14,1,0,1,1,Asset1,0
00b726c9-6a1b-4804-bc82-56406b95371b,2022-11-07,3,1,0,1,1,Asset1,0
00b73a28-6dc3-4949-ad40-7edd4f9cab0b,2022-11-11,5,1,0,1,1,Asset1,0
00b80103-37f8-4217-b927-4f1b4205ce23,2022-11-10,10,1,0,0,0,Asset2,0
00b88df8-ca30-4722-9954-ac05ebc66951,2022-11-11,0,1,0,0,0,Asset1,0
00b9a72c-bd08-4b01-b4b3-14aa5860c24f,2022-11-12,12,1,0,0,0,Asset2,0
00bacbe3-7721-4306-b322-8ad20fc7980e,2022-11-12,4,1,0,0,0,Asset1,0
00bae448-c6dd-4034-860f-d37573fa6a8b,2022-11-09,5,1,0,0,0,Asset1,0
00bd9983-0066-424a-aef4-08b6835e197b,2022-11-10,12,2,0,2,2,Asset2,0
00beeae6-5c64-4805-8983-b5b3cfae7047,2022-11-10,3,1,0,1,1,Asset1,0
00c2b4a3-9e8e-48ea-a476-16f72ba4c49f,2022-11-07,6,1,0,0,0,Asset1,0
00c3bc5c-46ad-4f22-96de-3cf4bd4e7581,2022-11-10,2,4,0,4,4,Asset1,0
00c405dc-66e0-4f46-b711-492da4d3f020,2022-11-12,4,1,0,0,0,Asset1,0
00c45f74-8d6c-4a30-9e19-3bc875ab8009,2022-11-12,2,1,0,0,0,Asset1,0
00c4e59b-2b23-4618-9ad5-b1e38e740834,2022-11-13,6,1,0,0,0,Asset1,0
00c5cddc-2ece-4e1a-93ca-fe2c3318fef6,2022-11-07,5,1,0,0,0,Asset2,0
00c7b558-59ae-4da2-876f-0d1c08bedcfa,2022-11-07,11,1,0,0,0,Asset1,0
00c8e7f6-edf0-4b82-8191-53b10419e6b9,2022-11-09,10,9,0,3,4,Asset1,0
00ca16e8-2984-4239-974b-181af1467f95,2022-11-08,7,5,0,1,1,Asset1,0
00ca4dcf-ba46-49ca-9bda-01d6a535e45f,2022-11-08,7,1,0,1,1,Asset1,0
00cbf176-bf3b-4812-ad1e-6e8fec0e4d65,2022-11-11,0,2,0,0,0,Asset1,0
00cc45e2-d345-4163-b717-f0ba9cc6e55b,2022-11-07,6,1,0,1,1,Asset2,0
00ccf863-f9d5-4e70-953a-9fd171c1bec6,2022-11-13,1,1,0,0,0,Asset1,0
00cd3bfe-4c98-4a51-b5e4-faad2b8031c0,2022-11-07,1,5,0,0,0,Asset1,0
00cebacf-8166-442f-b172-88c5729d2008,2022-11-07,8,1,0,1,1,Asset2,0
00cef6f3-6b41-46a1-9234-7ce3baea4f3d,2022-11-09,17,1,0,0,0,Asset1,0
00d22f6c-4a06-4e8a-a1c8-4d0fb2ca5612,2022-11-13,0,1,0,0,0,Asset1,0
00d25122-79b0-4150-b373-8ccb2aa59122,2022-11-08,5,8,0,5,2,Asset1,0
00d2628a-d943-4d1f-8bb7-778ce46b3d34,2022-11-13,7,1,0,0,0,Asset1,0
00d4e762-dff5-4728-9681-a87354b7063a,2022-11-09,10,6,1,2,2,Asset1,0
00d58278-1748-441e-83cd-7e8b156a92a0,2022-11-12,5,1,0,0,0,Asset1,0
00d6a6b4-3ed7-48f5-b749-68374eddfa46,2022-11-08,3,1,0,0,0,Asset2,0
00daa061-da77-45ea-9a9e-12a18d4c0d9a,2022-11-08,5,1,0,1,1,Asset1,0
00dbb157-8fa7-4c20-b676-36b9bb1f76db,2022-11-08,9,1,0,1,1,Asset1,0
00dbf047-02c0-4c6f-9122-40fc94c1c361,2022-11-07,5,1,0,0,0,Asset1,0
00dcc664-cb85-430d-b271-b265c3b90129,2022-11-09,3,1,0,0,0,Asset1,0
00dd1f77-715a-4b65-a792-cd8d082613c2,2022-11-08,9,1,0,1,0,Asset1,0
00dd1f77-715a-4b65-a792-cd8d082613c2,2022-11-07,10,1,0,0,0,Asset1,0
00dd4f00-fd45-4edf-b327-971a44b4d92d,2022-11-08,6,1,0,0,0,Asset1,0
00dd4f00-fd45-4edf-b327-971a44b4d92d,2022-11-10,7,1,0,1,1,Asset1,0
00ddc83e-9eb0-480b-a4bf-6d1cecfc641f,2022-11-11,4,1,0,0,0,Asset1,0
00ddd04c-d47f-4897-84e4-7f9abdab9c7a,2022-11-10,14,1,0,0,0,Asset1,0
00df28fa-b686-44db-b404-6fc1e728ca11,2022-11-12,4,1,0,0,0,Asset1,0
00e072b7-fe09-4c36-917d-1e0d132d7954,2022-11-09,2,3,0,0,0,Asset1,0
00e72471-a61f-4e13-974e-1dfd7d56c5b8,2022-11-10,3,1,0,0,0,Asset1,0
00e927b6-7581-4ae9-af79-a286f3fdac7f,2022-11-07,21,1,0,0,0,Asset1,0
00ea5ebd-ef9f-432e-8994-57b77a6f0884,2022-11-12,10,1,0,0,0,Asset2,0
00efb905-e472-42bf-8458-add7855ae539,2022-11-10,3,4,0,4,4,Asset1,0
00f0271d-2814-42ee-ae45-b1ed87f58b17,2022-11-13,5,1,0,0,0,Asset1,0
00f31e52-842b-47a7-b70e-31f9beac7794,2022-11-13,3,1,0,0,0,Asset2,0
00f3d3a8-f821-425a-b371-070621b8c7dc,2022-11-12,2,9,0,10,10,Asset1,0
00f45d8e-2922-47bc-a5a8-cdd33f10ace5,2022-11-07,5,1,1,1,1,Asset1,0
00f4f67a-4c31-4689-bc28-3b2d27968ae3,2022-11-08,4,1,0,0,0,Asset1,0
00f54751-d741-405a-9ed4-481269c02f02,2022-11-13,0,1,0,0,0,Asset1,0
00f7b7f4-f028-4a3a-9e9b-c05b760a9af9,2022-11-07,2,1,0,1,1,Asset1,0
00fa5533-a2fa-4afa-8681-5cda2000f09b,2022-11-07,10,1,0,1,1,Asset1,0
00ff3193-650e-4bc3-a1d9-d0bf30ad14cf,2022-11-08,2,3,0,0,0,Asset1,0
00ffe1a4-c760-4f86-a7ff-78f4ceba57ec,2022-11-09,10,1,0,1,1,Asset2,0
00ffe285-63ad-4577-a6b8-5ba8fcd6ac9a,2022-11-12,3,1,0,0,0,Asset1,0
01001b4c-0bf9-4afe-b9ef-56aa976b296b,2022-11-11,4,1,0,0,0,Asset1,0
01016b88-ed39-42d0-87aa-c9d96366ff98,2022-11-08,14,1,0,1,1,Asset1,0
01018835-cc25-4aa9-8292-937979facb4d,2022-11-09,14,1,0,0,0,Asset1,0
0104e53c-d80e-44e4-babb-b870c97fccba,2022-11-09,14,1,1,0,0,Asset2,0
010654e0-bd52-43a3-ac59-54992f5e3a51,2022-11-11,9,1,0,0,0,Asset2,0
010699c7-d916-405a-a933-42bd42419dfd,2022-11-07,0,1,0,1,1,Asset2,0
01072449-b5c0-4d8e-8c1b-01b9fe112598,2022-11-11,6,1,0,0,0,Asset1,0
0107cf45-2680-4735-87da-dbf7508a015b,2022-11-10,2,3,0,0,0,Asset1,0
01081bbf-66a6-43c7-a944-870eed833121,2022-11-10,6,2,1,0,0,Asset1,0
01098540-0455-4668-879e-ed6059251964,2022-11-09,4,1,0,0,0,Asset1,0
010a7b42-fa80-41d7-9bda-c9c19b03aa5f,2022-11-13,2,22,0,0,0,Asset2,0
010b4110-918f-4ea2-ab4a-66209eea2d17,2022-11-08,9,14,0,0,0,Asset1,0
010b4110-918f-4ea2-ab4a-66209eea2d17,2022-11-07,12,5,0,0,0,Asset1,0
010da873-35c0-46cf-99cf-168ef664c627,2022-11-11,6,1,0,0,0,Asset1,0
010e806c-9c14-4ac8-80f4-fcccc3756893,2022-11-13,5,1,0,0,0,Asset2,0
010f159b-ed01-4cf7-ae56-53fc4ef1b8af,2022-11-12,2,1,0,1,1,Asset1,0
010f93f4-5508-4f68-9a33-6a8542a3afa3,2022-11-07,2,1,0,0,0,Asset1,0
01117fcd-2ed9-4903-beff-2174edcd3f94,2022-11-10,3,2,0,0,0,Asset1,0
01121bd9-a12b-4098-a648-fd9ad06c5fa0,2022-11-07,8,4,1,3,3,Asset1,0
011942ec-9f47-464a-b726-c5b06b76020e,2022-11-10,7,1,0,0,0,Asset1,0
011948d9-f1e8-422c-adb2-3243f3d6f48e,2022-11-07,1,1,0,0,0,Asset1,0
011b7832-9794-4b0a-b863-68bc2d2b1b9f,2022-11-12,4,1,0,0,0,Asset1,0
011cc5c3-ff39-42f6-ab3d-1539a0e3f320,2022-11-07,3,2,0,0,0,Asset1,0
011d6b3b-e7f4-4a77-a917-5e1fc404764d,2022-11-08,4,1,0,0,0,Asset1,0
0120c574-bb65-4d1c-bf87-9773fcec01f2,2022-11-09,15,1,0,0,0,Asset3,1
0120f25e-2ad6-4bd7-839d-e6c66f04e8bc,2022-11-13,5,1,0,0,0,Asset1,0
01219827-e25f-4402-804b-acde1922541f,2022-11-12,1,3,0,0,0,Asset1,0
01240da0-cd1f-48ec-af6d-1a8313f6f92b,2022-11-12,3,2,0,0,0,Asset2,0
01241442-0715-4890-8852-7bb8ebb57261,2022-11-12,5,1,0,0,0,Asset1,0
01242c67-8c87-4a04-9a48-24e86cdfe4a1,2022-11-08,7,1,0,0,0,Asset3,0
0127d63e-3e2f-429b-81ea-bcc82707864f,2022-11-08,16,1,0,1,1,Asset1,0
012b5836-eabe-4df7-849c-28d50cc93714,2022-11-11,4,1,0,0,0,Asset1,0
012c3b87-027f-4f93-9d9d-e2c38895cd29,2022-11-10,9,2,0,0,0,Asset1,0
012d9112-dfa7-419e-a095-d02c27c74dc7,2022-11-13,5,1,0,0,0,Asset1,0
012ef05e-7041-4aa6-8296-b5c3df6e5fe0,2022-11-09,7,1,0,0,0,Asset1,0
012f99f4-140d-4dfb-b594-92e065900d7d,2022-11-10,2,1,0,0,0,Asset1,0
0132e25e-5956-4e3b-8a37-ab1156c04315,2022-11-12,1,1,0,0,0,Asset1,0
0133c64b-8328-4b45-8ef7-878e85ace0d1,2022-11-08,6,2,1,1,1,Asset1,0
013443f5-5845-496d-8f86-24df5d3664b3,2022-11-10,5,1,0,0,0,Asset1,0
0136b6cc-164e-464d-bbf9-64ba5439eb54,2022-11-12,5,1,0,0,0,Asset1,0
0136d3b9-25d5-4d25-adb8-c066412d9f7d,2022-11-12,5,1,0,0,0,Asset1,0
013a4afc-ef92-4070-a62a-acde82f9f4d4,2022-11-07,5,1,0,0,0,Asset2,0
013adf42-769d-4095-9c07-cf684050dcc5,2022-11-10,8,1,0,0,0,Asset1,0
013b17cc-7d78-4a9a-82c6-19f56de63f35,2022-11-11,9,1,0,0,0,Asset2,0
013f15e9-bbda-487b-97b7-142c03e34d82,2022-11-07,4,1,0,0,0,Asset1,0
01413d22-3fe2-4949-b8f1-f78c3cd4ff58,2022-11-11,3,1,0,0,0,Asset1,0
01422c91-ad5b-4d60-bf02-201384d21d01,2022-11-09,2,2,0,0,0,Asset2,0
014231e7-7768-4a24-b632-22668fe07076,2022-11-13,4,1,0,0,0,Asset1,0
01455ce8-3560-4ca6-a2e7-5b975cb8ffea,2022-11-08,2,1,0,0,0,Asset1,0
01476be4-a0f9-4f6c-a536-eed3edcd2afc,2022-11-08,4,1,0,0,0,Asset1,0
014929d9-f6b0-40fe-8810-64fe5b2a6211,2022-11-09,11,1,0,0,0,Asset1,0
014ab112-61c3-49f9-a17e-178bb7560083,2022-11-09,5,1,0,0,0,Asset1,0
014fbc7b-ee07-4fc7-bcc4-94a5a0dac34a,2022-11-10,14,1,0,0,0,Asset3,0
015401d0-a62b-44f3-be1f-93936ceee366,2022-11-09,13,1,1,1,1,Asset3,0
01540b95-28c2-49b8-b0fc-0b2d5a7ccc0a,2022-11-09,10,1,0,1,1,Asset1,0
01544640-b670-4b92-877c-a3738e6b3cbb,2022-11-11,2,2,0,0,0,Asset1,0
01588703-7b3c-4806-89fd-32cc190da364,2022-11-08,4,1,0,0,0,Asset1,0
015b3d19-9e89-4fbe-9b0c-ca809365336d,2022-11-07,5,1,1,0,0,Asset1,0
015b88c4-1cb1-4606-adc7-77b2f76087b1,2022-11-08,10,1,1,0,0,Asset3,0
015c7b45-6a2f-4a6d-9ca0-afb1c1d196de,2022-11-13,4,1,0,0,0,Asset1,0
015e74ba-92b9-4702-aa7b-604cd8ed7302,2022-11-07,16,1,0,0,0,Asset1,0
015ee7cb-1025-4c42-acff-a483dd9deec4,2022-11-10,6,7,0,7,7,Asset1,0
016318cd-a779-4f8f-9cb4-3c81b926f151,2022-11-07,0,1,0,0,0,Asset1,0
016354d3-937c-4266-81f8-fd510d502a08,2022-11-13,2,1,0,0,0,Asset1,0
0163a92f-7c05-49cd-8827-f2fcae52d256,2022-11-13,0,1,0,0,0,Asset2,0
016499c2-be85-44b7-85bf-5ea1d5ca4988,2022-11-08,4,2,0,0,0,Asset1,0
016a3a85-3af5-4913-a597-09b39ca128db,2022-11-08,3,1,0,0,0,Asset1,0
016a575c-0901-43a7-b668-1d7d58c98977,2022-11-12,5,1,0,1,0,Asset1,0
016cca09-fc23-4518-a6b6-4d6b136a7ec6,2022-11-09,4,4,0,0,0,Asset1,0
0170e3f1-d0f0-45cd-82de-31758ebf1d78,2022-11-07,6,1,0,0,0,Asset3,0
0170f092-d8ef-43ce-bfe0-710b12e5a043,2022-11-10,5,1,1,0,0,Asset1,0
0173eda7-1788-4879-94ec-840a8bdbb064,2022-11-08,2,1,0,0,0,Asset1,0
01771146-d4b8-470f-ac5b-50dc728e4cb3,2022-11-10,3,1,0,1,1,Asset2,0
01780c8c-3854-4c57-8d8f-9c88d3b45185,2022-11-11,16,1,0,1,1,Asset3,0
017a20e0-3cec-43c0-b4b2-dea77fd96b8e,2022-11-11,3,1,0,1,1,Asset2,0
017a557a-4959-4a34-bf76-fe09b9755b81,2022-11-13,1,1,0,0,0,Asset2,0
017ab310-d290-4e76-88a1-b7e62897592a,2022-11-08,2,1,0,0,0,Asset2,0
017ace83-1808-4eb7-922e-f28832c7855a,2022-11-11,3,1,1,1,1,Asset2,0
017e1129-1f49-4991-8d76-ad71a025955f,2022-11-07,14,1,0,0,0,Asset1,0
017e3287-4138-4b45-8ff8-6b164e713320,2022-11-13,2,1,0,0,0,Asset1,0
017e6164-2378-4213-a5cb-2ddf2e5ab563,2022-11-13,6,1,0,0,0,Asset2,0
01800039-04b2-427c-b159-a07abf651f7a,2022-11-11,3,1,0,0,0,Asset1,0
018061d1-423a-42ae-844a-56b044415f45,2022-11-11,1,5,0,0,0,Asset1,0
018239ec-8118-4b30-aff4-9b6f80edcae9,2022-11-11,2,1,0,0,0,Asset2,0
0182ea5f-7fc5-4e34-88d3-5978b19cb7db,2022-11-10,0,1,0,0,0,Asset1,0
