user_id,gender,age,device_type,os,nrs_grade,date_collected
00f06f54-ad16-41de-bb5a-b300db5a00fd,M,54,pc,,C2,2022-10-28
00f06f54-ad16-41de-bb5a-b300db5a00fd,M,36,pc,,C2,2022-11-14
00f06f54-ad16-41de-bb5a-b300db5a00fd,M,,pc,,C2,2022-11-14
00f123c6-122d-447a-a33f-7815d495af8d,,,,android,,2022-07-18
00f123c6-122d-447a-a33f-7815d495af8d,,53,,android,,2022-07-18
00f759bb-adb4-410a-8255-12c155c67f84,F,,,android,C1,2022-07-18
00f759bb-adb4-410a-8255-12c155c67f84,F,,,android,C1,2022-07-18
00f7b7f4-f028-4a3a-9e9b-c05b760a9af9,,,smartphone,,C2,2022-07-18
00f7b7f4-f028-4a3a-9e9b-c05b760a9af9,,48,smartphone,,C2,2022-07-18
00f7b7f4-f028-4a3a-9e9b-c05b760a9af9,,19,smartphone,,C2,2022-07-18
00f7b7f4-f028-4a3a-9e9b-c05b760a9af9,,,smartphone,,C2,2022-07-18
00fe9e15-e2b4-41bd-826b-c6db3d27df01,M,52,pc,,,2022-10-28
0100b9db-ca3b-45fd-9a9e-fc0029edfe09,,,tablet,android,C2,2022-07-18
0100b9db-ca3b-45fd-9a9e-fc0029edfe09,,50,tablet,android,C2,2022-07-18
01020f36-0345-4782-86da-96025f989f08,,,pc,android,,2022-07-18
01020f36-0345-4782-86da-96025f989f08,,,pc,android,,2022-07-18
0106b0a6-3c91-4542-8163-549e16a73ff3,,,smartphone,android,B,2022-07-18
0106b0a6-3c91-4542-8163-549e16a73ff3,,21,smartphone,android,B,2022-07-18
0107c740-68b9-4894-9f80-3b386a6c046b,,,pc,,C1,2022-07-18
0107c740-68b9-4894-9f80-3b386a6c046b,,,pc,,C1,2022-07-18
01082918-2545-4ada-af5b-ac49bff5af84,,,smartphone,android,C1,2022-07-18
01082918-2545-4ada-af5b-ac49bff5af84,,24,smartphone,android,C1,2022-07-18
01085377-9db9-4f3c-a211-f630e8fad7d3,,51,pc,android,,2022-07-18
01085377-9db9-4f3c-a211-f630e8fad7d3,,18,pc,android,,2022-07-18
010bd8f4-4cd7-4e3f-a07f-9f615337fc18,,31,,android,,2022-07-18
010bd8f4-4cd7-4e3f-a07f-9f615337fc18,,,,android,,2022-07-18
010d0f99-4a07-462c-8e88-fed7b97964d7,,58,smartphone,,C1,2022-04-04
0114013e-6a70-4071-b1d6-30d431630536,M,,smartphone,ios,,2022-07-18
0114013e-6a70-4071-b1d6-30d431630536,M,33,smartphone,ios,,2022-07-18
0114f9c2-b28f-4303-92de-b1cff80bd601,,,smartphone,android,,2022-11-03
0118273f-7eb5-45ed-bb5c-274da9453548,,24,smartphone,android,B,2022-07-18
0118273f-7eb5-45ed-bb5c-274da9453548,,57,smartphone,android,B,2022-07-18
011d2589-5462-4a49-bfd2-29525e066e2a,,27,smartphone,,E,2022-08-30
011df7da-e3de-47aa-9060-c6a81c00fa5c,,,,android,C1,2022-07-18
011df7da-e3de-47aa-9060-c6a81c00fa5c,,,,android,C1,2022-11-03
011df7da-e3de-47aa-9060-c6a81c00fa5c,,58,,android,C1,2022-07-18
011df7da-e3de-47aa-9060-c6a81c00fa5c,,,,,C1,
011df7da-e3de-47aa-9060-c6a81c00fa5c,,,,android,C1,2022-04-04
01228928-7675-4e3d-98e4-79873cfa51b2,,,,android,C2,2022-08-30
01236cb8-c4c9-4d68-ace1-4ee993985a12,,49,pc,,C1,2022-11-14
01236cb8-c4c9-4d68-ace1-4ee993985a12,,,pc,,C1,2022-11-14
01242e51-e3ea-41d1-b86d-4c4e41193a13,,18,smartphone,android,B,2022-07-18
01242e51-e3ea-41d1-b86d-4c4e41193a13,,46,smartphone,android,B,2022-07-18
0126bd67-30fb-44ee-acf0-a58821982b9c,F,,smartphone,ios,C1,2022-07-18
0126bd67-30fb-44ee-acf0-a58821982b9c,F,,smartphone,ios,C1,2022-07-18
01274563-146e-401b-911a-9bd8492e3649,,,pc,,E,2022-08-30
01299f7b-bc5d-415d-aa2a-dc7a319628fe,,,,,C2,2022-07-18
01299f7b-bc5d-415d-aa2a-dc7a319628fe,,,,,C2,2022-07-18
012a6314-ff9e-43fe-964b-10053f262b70,,46,smartphone,,C1,2022-07-18
012a6314-ff9e-43fe-964b-10053f262b70,,,smartphone,,C1,2022-07-18
012fb5c3-1c6f-4512-b689-ae4e2b590b86,,22,smartphone,,C1,2022-11-14
012fb5c3-1c6f-4512-b689-ae4e2b590b86,,25,smartphone,,C1,2022-11-14
012fb5c3-1c6f-4512-b689-ae4e2b590b86,,55,smartphone,,C1,2022-10-28
0131ea15-51b2-4071-85f5-3da83cdc4bd4,,37,smartphone,,,2022-07-18
0131ea15-51b2-4071-85f5-3da83cdc4bd4,,,smartphone,,,2022-07-18
0132d9a2-0385-4c2f-bac8-71ac1f94b9bc,,,pc,android,A,2022-07-18
0132d9a2-0385-4c2f-bac8-71ac1f94b9bc,,31,pc,android,A,2022-07-18
01333e51-1975-4492-88eb-170734594bea,F,21,smartphone,ios,C2,2022-11-14
01333e51-1975-4492-88eb-170734594bea,F,,smartphone,ios,C2,2022-11-14
01337516-8d50-4311-bdd4-cc00f1027473,,,pc,,E,2022-07-18
01337516-8d50-4311-bdd4-cc00f1027473,,46,pc,,E,2022-07-18
0133d89b-e54e-4a87-bbc3-c0fc8bc01769,,29,smartphone,,,2022-07-18
0133d89b-e54e-4a87-bbc3-c0fc8bc01769,,25,smartphone,,,2022-07-18
013650a8-0f5c-4be1-9336-9b108e98a89f,,58,tablet,,E,2022-07-18
013650a8-0f5c-4be1-9336-9b108e98a89f,,56,tablet,,E,2022-07-18
0136edeb-0854-4c22-b774-303f102e5fc9,M,36,smartphone,,,2022-11-14
0136edeb-0854-4c22-b774-303f102e5fc9,M,,smartphone,,,2022-11-14
01387fe9-ea1a-40b2-9ff5-486041a8ed23,F,35,,ios,C2,2022-08-30
013dde30-e101-4385-9b95-287bf008318f,,36,,android,D,2022-09-27
013f026a-4342-400b-acff-2523f38d6084,,,pc,,D,2022-07-18
013f026a-4342-400b-acff-2523f38d6084,,34,pc,,D,2022-07-18
01400749-a600-4507-97d3-1530bf5a13cf,F,56,,,E,2022-11-14
01400749-a600-4507-97d3-1530bf5a13cf,F,,,,E,2022-11-14
0140253c-5f49-47dd-9382-ec01fd2ea80b,,18,smartphone,,,2022-07-18
0140253c-5f49-47dd-9382-ec01fd2ea80b,,,smartphone,,,2022-07-18
01425976-105c-495f-9713-0950367c7860,,,tablet,android,,2022-07-18
01425976-105c-495f-9713-0950367c7860,,,tablet,android,,2022-07-18
0153add7-1aff-4d56-b2d3-7b55a72be70e,,,,android,C1,2022-07-18
0153add7-1aff-4d56-b2d3-7b55a72be70e,,,,android,C1,2022-07-18
01599ceb-b0e2-4b80-892d-97fcf9df563c,,,,android,C2,2022-08-30
015ee7cb-1025-4c42-acff-a483dd9deec4,,,tablet,,B,2022-07-18
015ee7cb-1025-4c42-acff-a483dd9deec4,,53,tablet,,B,2022-07-18
015efebb-6a1d-403e-bb3d-dfb69049d933,,43,,android,B,2022-07-18
015efebb-6a1d-403e-bb3d-dfb69049d933,,,,android,B,2022-07-18
015f0250-fe15-42fe-aba7-bde8a60497f2,,36,tablet,android,C1,2022-07-18
015f0250-fe15-42fe-aba7-bde8a60497f2,,,tablet,android,C1,2022-07-18
0162fab2-62f3-404d-8b70-17f6c0ab5c3f,,56,tablet,,E,2022-11-14
0162fab2-62f3-404d-8b70-17f6c0ab5c3f,,,tablet,,E,2022-10-28
0162fab2-62f3-404d-8b70-17f6c0ab5c3f,,42,tablet,,E,2022-11-14
01647a2f-b50b-4b60-a0dc-130aaf56973d,,,pc,android,,2022-07-18
01647a2f-b50b-4b60-a0dc-130aaf56973d,,,pc,android,,2022-07-18
01681600-a8e6-405c-8c40-b6e07bf4fc82,,,smartphone,android,E,2022-04-04
016a575c-0901-43a7-b668-1d7d58c98977,,,pc,android,,2022-07-18
016a575c-0901-43a7-b668-1d7d58c98977,,,pc,android,,2022-07-18
016bc72c-97cc-4020-b3ec-7dbe9956b3a8,M,,smartphone,,C2,2022-11-14
016bc72c-97cc-4020-b3ec-7dbe9956b3a8,M,,smartphone,,C2,2022-11-14
01709106-2e93-4323-871f-ee123d01be57,,34,smartphone,,,2022-11-03
0170d261-d4f9-49c2-baa5-c28870f0f6c2,M,,smartphone,,E,2022-11-14
0170d261-d4f9-49c2-baa5-c28870f0f6c2,M,,smartphone,,E,2022-11-14
017e8c9a-bcd7-43cb-bd9e-a6224779e77a,,40,,android,C2,2022-04-04
017fe4e5-c36f-407a-aece-77c88923671e,,,,,,2022-07-18
017fe4e5-c36f-407a-aece-77c88923671e,,,,,,2022-07-18
01826f34-46ec-41d1-b80b-27a72f2b8bf3,,,smartphone,,C2,2022-07-18
01826f34-46ec-41d1-b80b-27a72f2b8bf3,,,smartphone,,C2,2022-07-18
0182c0e5-3ef4-4f53-8116-81278b8053eb,F,30,,android,C2,2022-07-18
0182c0e5-3ef4-4f53-8116-81278b8053eb,F,,,android,C2,2022-07-18
018331ed-9ad0-4629-9cb9-d31ff9fee11b,,,tablet,android,,2022-07-18
018331ed-9ad0-4629-9cb9-d31ff9fee11b,,43,tablet,android,,2022-07-18
01849f5e-43b3-44eb-9120-01b7ea5c8e1c,,52,smartphone,,C1,2022-07-18
01849f5e-43b3-44eb-9120-01b7ea5c8e1c,,,smartphone,,C1,2022-07-18
01931c35-e60a-423b-b811-a026920a4fcf,,,smartphone,android,C2,2022-07-18
01931c35-e60a-423b-b811-a026920a4fcf,,,smartphone,android,C2,2022-07-18
0199807a-6e67-45a7-822d-e0841c04cb87,M,56,,android,C1,2022-11-14
0199807a-6e67-45a7-822d-e0841c04cb87,M,48,,android,C1,2022-11-14
019ab718-f99b-42a0-b989-c4bead1a46fe,,24,,android,,2022-07-18
019ab718-f99b-42a0-b989-c4bead1a46fe,,,,android,,2022-07-18
019c51a0-640c-4b30-a3d5-743da12b89c7,,54,smartphone,android,B,2022-07-18
019c51a0-640c-4b30-a3d5-743da12b89c7,,,smartphone,android,B,2022-07-18
019dc693-d183-4467-994a-213b71e93e87,M,41,smartphone,,E,2022-11-14
019dc693-d183-4467-994a-213b71e93e87,M,44,smartphone,,E,2022-11-14
019f669f-8339-4b32-b23b-bb463817a98e,,,smartphone,android,B,2022-08-30
01a12a44-9eaa-4fc8-b7bd-b5b19af3fd9f,,32,tablet,android,C2,2022-11-14
01a12a44-9eaa-4fc8-b7bd-b5b19af3fd9f,,45,tablet,android,C2,2022-11-14
01af455e-df58-488e-9041-e39f3ff20587,M,,smartphone,,C1,2022-11-14
01af455e-df58-488e-9041-e39f3ff20587,M,,smartphone,,C1,2022-11-14
01b07d29-9508-4833-a45c-14a49f33a0e1,,,smartphone,android,C2,2022-07-18
01b07d29-9508-4833-a45c-14a49f33a0e1,,,smartphone,android,C2,2022-07-18
01b4d067-d243-43ab-abf3-1b4b3c7f7766,,,smartphone,android,C2,2022-07-18
01b4d067-d243-43ab-abf3-1b4b3c7f7766,,,smartphone,android,C2,2022-07-18
01b4d067-d243-43ab-abf3-1b4b3c7f7766,,,smartphone,android,C2,2022-07-18
01b4d067-d243-43ab-abf3-1b4b3c7f7766,,,smartphone,android,C2,2022-07-18
01b541d1-57eb-4e32-926b-448209b8618d,,39,smartphone,android,E,2022-07-18
01b541d1-57eb-4e32-926b-448209b8618d,,,smartphone,android,E,2022-07-18
01b541d1-57eb-4e32-926b-448209b8618d,,,smartphone,android,E,2022-07-18
01b541d1-57eb-4e32-926b-448209b8618d,,,smartphone,android,E,2022-07-18
01b7293b-1cb1-445c-b9dc-ac8250e9c6f0,,,tablet,,C1,2022-07-18
01b7293b-1cb1-445c-b9dc-ac8250e9c6f0,,38,tablet,,C1,2022-07-18
01b87c63-fd9e-425f-8b34-3abc5d6f5249,M,,smartphone,android,D,2022-11-14
01b87c63-fd9e-425f-8b34-3abc5d6f5249,M,23,smartphone,android,D,2022-11-14
01b9559f-3e22-4b02-8550-9885bfa59693,,35,smartphone,android,E,2022-07-18
01b9559f-3e22-4b02-8550-9885bfa59693,,,smartphone,android,E,2022-07-18
01ba0bd1-27cc-4fe8-8727-939a7de7f121,,30,,,B,2022-10-28
01ba0bd1-27cc-4fe8-8727-939a7de7f121,,,,,B,2022-11-14
01ba0bd1-27cc-4fe8-8727-939a7de7f121,,,,,B,2022-11-14
01bc863c-ce7b-4221-b839-91a934b78f55,F,59,pc,,C2,2022-11-14
01bc863c-ce7b-4221-b839-91a934b78f55,F,,pc,,C2,2022-11-14
01bf0cf9-0123-4dc7-8f31-0dfaefd9c4f3,,27,,android,C1,2022-07-18
01bf0cf9-0123-4dc7-8f31-0dfaefd9c4f3,,,,android,C1,2022-07-18
01bfddcb-0531-46b1-8fa1-c60363fe0262,,28,smartphone,android,C2,2022-08-30
01c21df1-0bee-44cf-a1b2-052b54a5f359,,,smartphone,android,,2022-04-04
01c4d60d-6a20-4767-a451-38ef3a0879fb,M,58,smartphone,android,,2022-07-18
01c4d60d-6a20-4767-a451-38ef3a0879fb,M,,smartphone,android,,2022-07-18
01c7f9e1-2447-4580-b7af-34bf10e28296,,56,,,C1,2022-07-18
01c7f9e1-2447-4580-b7af-34bf10e28296,,,,,C1,2022-07-18
01c88005-29dc-482c-bd88-58b97ca6d640,F,,pc,,C2,2022-11-14
01c88005-29dc-482c-bd88-58b97ca6d640,F,,pc,,C2,2022-11-14
01c88f68-acc6-4595-81dc-a1fbba23a264,,,,android,C1,2022-07-18
01c88f68-acc6-4595-81dc-a1fbba23a264,,,,android,C1,2022-07-18
01d399d8-2d59-4027-b038-7d38d0832bdb,,,pc,android,,2022-07-18
01d399d8-2d59-4027-b038-7d38d0832bdb,,59,pc,android,,2022-07-18
01d82d40-98a7-47a3-8ef8-5e20cb9ad987,,39,tablet,,C2,2022-07-18
01d82d40-98a7-47a3-8ef8-5e20cb9ad987,,,tablet,,C2,2022-07-18
01db6244-60cf-4eae-a820-1b611ef05986,,,pc,,,2022-07-18
01db6244-60cf-4eae-a820-1b611ef05986,,,pc,,,2022-07-18
01dcb055-fa0c-4209-b9f6-2ee414c0e23a,,,tablet,android,C2,2022-07-18
01dcb055-fa0c-4209-b9f6-2ee414c0e23a,,,tablet,android,C2,2022-07-18
01e0d4c6-e1f0-4742-85b6-3783719b473f,,,pc,android,,2022-11-14
01e0d4c6-e1f0-4742-85b6-3783719b473f,,,pc,android,,2022-11-14
01e2a3ac-7e60-49e9-bfc5-06dc2b6c8da6,,,pc,,,2022-11-03
01e9d239-1171-492b-8b68-b9da85a12b67,,53,tablet,android,C2,2022-07-18
01e9d239-1171-492b-8b68-b9da85a12b67,,,tablet,android,C2,2022-07-18
01ec851f-c3d8-46ac-aea6-9c815070b129,,51,,android,C2,2022-04-04
01ed8a5f-fda8-4546-ae1a-7d72f52d2dc6,F,,smartphone,android,D,2022-07-18
01ed8a5f-fda8-4546-ae1a-7d72f52d2dc6,F,,smartphone,android,D,2022-07-18
01ee62d6-d224-430c-b65a-7f04782e3432,,,,android,E,2022-07-18
01ee62d6-d224-430c-b65a-7f04782e3432,,50,,android,E,2022-07-18
01ee9249-848e-4f9f-be18-fed1597372f7,,,smartphone,android,,2022-07-18
01ee9249-848e-4f9f-be18-fed1597372f7,,,smartphone,android,,2022-07-18
01f2f0b1-c556-41f9-9f26-88e9a2f6acf5,M,,tablet,android,E,2022-07-18
01f2f0b1-c556-41f9-9f26-88e9a2f6acf5,M,,tablet,android,E,2022-07-18
01f3cab1-9b7f-467e-bb42-ca28cd1c6e15,,57,,,,2022-07-18
01f3cab1-9b7f-467e-bb42-ca28cd1c6e15,,,,,,2022-07-18
01f6b537-9256-42e3-b8dc-190320b74880,,,smartphone,,,2022-07-18
01f6b537-9256-42e3-b8dc-190320b74880,,46,smartphone,,,2022-07-18
01f7fedc-a38f-4c3e-bb6c-a451a36b023b,,32,pc,,C2,2022-10-28
01fa5df7-8149-483e-967e-a58272213307,,39,,,C2,2022-08-30
01fa8d85-cdfb-44f7-a995-2cfc1d19b739,M,,smartphone,android,E,2022-04-04
01fc73cc-82e8-4caf-bf84-5fdb33a5788c,F,,pc,android,,2022-07-18
01fc73cc-82e8-4caf-bf84-5fdb33a5788c,F,,pc,android,,2022-07-18
01fd1649-8202-4dc3-b295-aed92212b55e,M,,pc,,C1,2022-11-14
01fd1649-8202-4dc3-b295-aed92212b55e,M,,pc,,C1,2022-11-14
01fd37aa-9545-4d84-84a1-9cadf70c6211,M,,smartphone,android,C1,2022-09-27
01ff81e0-6a60-4430-9302-6efeed4393cf,,,smartphone,android,B,2022-07-18
01ff81e0-6a60-4430-9302-6efeed4393cf,,,smartphone,android,B,2022-07-18
02022662-1610-42bc-a0e5-bb560c533015,,,,android,,2022-07-18
02022662-1610-42bc-a0e5-bb560c533015,,,,android,,2022-07-18
02029bde-f071-4d80-8817-5b20f989c6b5,,,pc,android,B,2022-04-04
02035f3a-4bdb-445c-a518-c81a984edd09,,,,,C1,2022-08-30
020366db-0ee4-497f-b421-b443e1080108,,,pc,android,C2,2022-07-18
020366db-0ee4-497f-b421-b443e1080108,,,pc,android,C2,2022-07-18
02039c65-2d78-47c4-8ac1-d10cc51d0d57,,44,smartphone,android,C1,2022-11-14
02039c65-2d78-47c4-8ac1-d10cc51d0d57,,,smartphone,android,C1,2022-11-14
02039c65-2d78-47c4-8ac1-d10cc51d0d57,,,smartphone,android,C1,2022-10-28
0207df13-1e9d-4759-8af2-9664451b06aa,,32,tablet,android,B,2022-07-18
0207df13-1e9d-4759-8af2-9664451b06aa,,,tablet,android,B,2022-07-18
0207e674-81f5-497f-a63b-2618506116f4,,,smartphone,android,,2022-08-30
020a14ac-5392-42fc-abb8-c640b49157b5,M,51,,ios,C2,2022-07-18
020a14ac-5392-42fc-abb8-c640b49157b5,M,24,,ios,C2,2022-07-18
0212f81e-3062-4cfa-85b3-e61295bdd6fb,M,,smartphone,android,A,2022-11-14
0212f81e-3062-4cfa-85b3-e61295bdd6fb,M,,smartphone,android,A,2022-11-14
02157d60-bd59-4420-b1d3-365177658139,,,smartphone,,,2022-07-18
